@relation sortaGarbia-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute Topic {twitter,google,apple,microsoft}
@attribute Sentiment {negative,positive,neutral,irrelevant}
@attribute TweetText string

@data
twitter,neutral,'Yooooo Mena Malia lOl I love your Twitter name'
apple,positive,'Updated my iOS and started using cloud services Pretty bad ass my iPhone GS still the champ'
google,irrelevant,'Pinch to zoom sur le calendrier comme sur Honeycomb google nexusprime'
microsoft,neutral,'Microsoft Wireless Keyboard Review wirelesskeyboardandmouse mousecombos'
google,negative,'Samsung Google Unveil Phone'
microsoft,irrelevant,'RT microsoft intervista vivido sul cloud'
twitter,negative,'Tried explaining Twitter to my mom but her why would you want to do that argument was pretty bulletproof igiveup'
twitter,irrelevant,'Sao os assuntos mais comentados do mundo no Twitter Mas o que eu queria que vc visse nao ta mais la'
microsoft,neutral,'Steve Ballmer Microsofts chief executive believes that Googles Android mobile phones for being too complicated What do you'
apple,positive,'Were one of a few Featured Education Apps on the Website today sweet'
microsoft,negative,'Office blues drink RT microsoft fail notresponding for fcucks sake'
apple,neutral,'SteveJobs memorial Boylston'
microsoft,irrelevant,'GameFlys Under sale has too many good values ds deadspace ds lanoire microsoft'
microsoft,irrelevant,'La démo de Dance Central est disponible Microsoft Xbox jeux demo'
apple,neutral,'Video SIRI also gets angry apple siri iphoneS Ai'
google,positive,'All this talk about about how good icecreamsandwich looks is making me hungry google omnomnomnom'
twitter,neutral,'Sometimes I get so lost in twitter that I end up living vicariously through other people massconfusion'
twitter,neutral,'Woooow I just log out from twitter and theres more than tweets on my timeline'
google,irrelevant,'Google Ab jetzt Live von der Google und Samsung Pressekonferenz zu Android und dem Galaxy Nexus NewGadgets'
twitter,neutral,'RT its ok to put up bible verses encouraging post about God on Twitter but make sure you stand by your words cause'
apple,negative,'Would it kill to put a braille type bump on their earbuds so we know which bud is R and L in the dark'
apple,positive,'RT Another great James Stewart story in todays NY Times about importance of architecture in retail success'
twitter,neutral,'Well thats my que bye Twitter oomf finna start quotin lines from ATL lol'
apple,neutral,'Hi Household has iphones ipads minis apple tv AirPorts Timecapsule Whats a usable iPhoto sharing setup cc'
google,neutral,'Posting on twitter about google suggesting I add Tom from myspace I think the universe just exploded justsayin'
apple,neutral,'RT iPhone S First Weekend Sales Top Four Million via'
twitter,neutral,'Brilliant if you have a spare mins to watch Have I Shared Too Much Twitter LinkedIn Facebook in'
google,neutral,'Will the Galaxy Nexus be coming to Sprint No mention of price carriers or source release for ICS Give us those info Google'
google,irrelevant,'Galaxy Nexus anunciado oficialmente pantalla de pulgadas y Ice Cream Sandwich galaxynexus GalaxyNexus google'
google,neutral,'Infographic Google cost half a billion to build driving users to most followed user Mark Zuckerberg irony'
twitter,irrelevant,'mm but yeo twitter free up free up free up'
apple,positive,'Im OVER people bitching about the iPhoneS I think its the smartest phone Ive ever had and Im very happy Way to go'
microsoft,neutral,'Everything Can Be A Digital Surface Now Courtesy Microsoft Carnegie Mellon microsoft carnegiemellon'
apple,negative,'domain fail Open hrs late for walk in ppl Store was empty and i only need a skin my screen You represent customer service FAIL'
google,neutral,'HTC on ICS reviewing its features and functionality to determine our upgrade plans android google'
google,positive,'Google has finally unveiled the much awaited Android OS Ice Cream Sandwich it sure looks good'
microsoft,irrelevant,'RT RT Tricks fr mehr Kontrolle ber Microsoft Windows hack'
twitter,neutral,'A nigga cant even go to sleep nd wake up good ppl be tripn over Twitter'
twitter,positive,'One really good thing with twitter is that most people appear to be on the progressive left social side This scares gov'
twitter,neutral,'I figgured if my twitter LadyGems friends get new ones that I can too My New Boo'
twitter,irrelevant,'que quieren decir las listas en Twitter'
google,neutral,'On Google then go here GPlus Googleplus Google teamfollowback socialnetwork'
twitter,irrelevant,'kkkkatat agora ame maais eu amo um tanto que no cabe nesse post do twitter'
apple,negative,'still no word on my iPhones preorder Best Buy blames Sprint Sprint blames I just want an honest answer help'
microsoft,positive,'you have sugarcoated the FSF secure boot reaction This is blatant anti Microsoft propaganda'
microsoft,neutral,'Microsoft learning all day longFor FREESpecTECHular San Antonio Registeruick November'
google,neutral,'Google Defaults to Encrypted HTTPS Searches for Logged In Users Google'
apple,positive,'Gone for a run beautiful morning man do I love iOS iPhone'
apple,irrelevant,'Y RIM anuncia más de millones de dispositivos Vendidos Billón de Apps Descargadas ymás'
apple,negative,'If my nonApple equipment broke this often I guess Id need an Asus genius bar But it doesnt so I dont'
apple,neutral,'iOS is all well and good and has nice new features but Im still waiting on an app that will go to work for me'
twitter,irrelevant,'Lo mejor de twitter sucede en la madruga cuando los continentes abrazan un no sé qué que a mí me falta'
microsoft,neutral,'Early cloud Microsoft partners can qualify for Microsoft Cloud Accelerate'
google,irrelevant,'Microsoft Word Ch Solutions IE done pdf ebook google'
microsoft,irrelevant,'RT Microsoft tiene un proyecto secreto para Kinect con las películas de Pixar como protagonistas'
microsoft,irrelevant,'Temas más candentes de la semana pasada BuzzworthyEnEspañol Microsoft BlackBerry Skype Starbucks'
twitter,neutral,'Twittertip How to Keep Up With Over Twitter Followers RT'
apple,neutral,'too busy having slappy hissyfits with Samsung'
microsoft,neutral,'RT The Future of Information Innovators from Google Microsoft Twitter Nov Info registration at'
google,positive,'I like the google virtual bookcase thank you for sharing'
microsoft,negative,'Microsoft Lync crash issue on Mac OS X Fixed'
google,positive,'Ice Cream Sandwichs Face Unlock really works icecreamsandwich google galaxynexus'
google,neutral,'RT Twitter Will Beat Google And Facebook With Simplicity Twitter CEO Beat You arent competitors'
apple,neutral,'iPhone S MP camera Its a SONY apple iphoneS cameras'
microsoft,neutral,'RT Just saw my bud of Credit Agricole Securities interviewed by covering Microsoft You'
google,neutral,'Havent even freshened up due to Googles IceCreamSandwichEvent OffToShower now'
microsoft,irrelevant,'Job ICT SAP Basis Administrator SAP Platform SOA BROMsolutions AG Zrich Microsoft IT'
twitter,neutral,'Dear twitter Now that we all know Im awesome could you write me a new all about me for my profile because really you do know me best'
google,neutral,'Google to launch iTunes AND Spotify rival need to start using google'
google,neutral,'Im not a windows phone fan but Im a Metro UI fan which IMO has been fortunately or sadly copied by Google into ICS'
google,positive,'well googles icecreamsandwich and new accompanying phone are as usual neat but nothing groundbreaking'
microsoft,irrelevant,'azna smaya geliyoruz apple ve microsoft'
twitter,neutral,'My twitter age is year days hours minutes seconds Find out yours at twittertime'
twitter,irrelevant,'twitter OFF Hasta mañana xd l'
google,irrelevant,'RT SamsungAndroid GoogleGALAXY Nexus ITmedia google'
microsoft,irrelevant,'RT pardus SecureBoota Kar Duruyoruz fsf secureboot linux microsoft'
microsoft,irrelevant,'Ah Steve Ballmer Altijd goed voor een fijn lachmomentje microsoft iphone mango android ios apple google'
twitter,irrelevant,'RT só vejo dando RT em conversas no twitter'
google,positive,'Iphone s almost had me ALMOST Ice Cream Sandwich FTW android google'
microsoft,neutral,'Microsoft Is Getting More Serious About Daily Bing Deals'
apple,positive,'Mad props to the employee that didnt charge me to replace the back plate on my iPhone Made my day'
twitter,irrelevant,'Vamos a ver que esta ofreciendo Twitter'
twitter,irrelevant,'FB no es mi amigo por eso mejor Twitter al menos ahorita'
twitter,neutral,Twitteron
twitter,neutral,'twitter Scientists Use Twitter To Track Flu Epidemics How to Stay Healthy This Flu Season RT This'
twitter,neutral,'welcome to the twitter'
twitter,neutral,'its funny how you can take time out your precious twitter time to monitor or judge what in saying'
google,irrelevant,'Nouvelle gestion des onglets sur le navigateur google nexusprime'
microsoft,irrelevant,'Steve Ballmer deelt flinke sneer uit naar Android beginvaneenstijd microsoft ballmer android'
apple,irrelevant,'Me acabo de convertir en un fanboy de El ipad con el cristal roto y me lo cambian aunque no lo cubre la garantía Increíble'
apple,neutral,'s Steve Jobs Gets His Day PCWorld'
twitter,irrelevant,'RT Que lo mataron por Twitter ya RT Que le paso a OsmelxD'
twitter,irrelevant,'I just installed the new Twidroyd for Twitter on my Android Phone Its Free give it a try'
google,neutral,'Check out Big Hit feat LegiondaChosen Im On Freestyle Google Me'
microsoft,negative,'Microsoft Windows Media Centre GUI Fail MajorFail'
twitter,irrelevant,'deus ajuda quem no twitter madruga haha'
microsoft,neutral,'Take time to sign this and also please pass it on Thank You RIP Jeremey Latiola steve jobs microsoft'
microsoft,positive,'Microsoft presents Omnitouch Very impressive and futuristic technology'
google,irrelevant,'Kurz und knapp das wichtigste Google stellt neues Smartphone und Betriebssystem vor'
apple,neutral,'I lost a lot that I paid for etc nothappy oh well poop happens'
twitter,irrelevant,'Saindo aqui do Twitter'
twitter,neutral,'Twitter OFF'
google,neutral,'Android Google Android Ice Cream Sandwich All New Core Applications Overview DhilipSiva'
twitter,irrelevant,'Desde cuándo Twitter desactivó para todos la opción Los RTs de esta persona aparecerán en tu TL'
twitter,neutral,'Twitter Introduces Free Twitter Web Analytics Tool via reporting'
google,positive,'Took me months to decide but tonight I have chosen google over Amazon S for image storage solution'
twitter,neutral,'So im chillin at work finally gettin a chance be on Twitter wat I miss so far'
google,irrelevant,'Ishi o faceunlock do icecreamsandwich android no funcionou no seu lanamento google'
microsoft,neutral,'i see the microsoft lync bit installer still tries to install to CProgram Files x'
microsoft,neutral,'MindTree Introduces mPromo Trade Promotion Solution on Microsoft Azure for the Consumer Packaged Goods industry'
google,irrelevant,'RT Google a pas innové avec un tamagochi ils ont tout compris google nexusprime'
apple,positive,'Love ios Easter eggs Pull down from middle top to bottom and see what pulls down Awesome little feature ios'
apple,negative,'ios getting sloppy U need to check your QA team Too many issues with apps data and syncing'
microsoft,neutral,'OmniTouch from Microsoft makes every surface a Touchscreen gadgets'
apple,positive,'The nice tech support guy fixed my iTouch D'
apple,negative,'Siri is not working due to network problem Seriously Can you fix this iPhones Fail'
microsoft,negative,'I have been seriously slacking with my mandarin studies these past few months Blame Microsoft and Cisco StudyingWhilstMotivated'
google,neutral,'Like to get my hands on an ice cream sandwich android google'
twitter,irrelevant,'Y pues ya me voy a dormir Comper se quedan es su Twitter'
apple,positive,'Kind of excited On my way to my last class right now and then going to the store so buy MacOSC Snow Leopard and Lion'
google,positive,'Icecream Sandwich looking good so far android google'
apple,neutral,'Really and Removing the GEDGE switch on iOS You do realize that you work on the G network in places often right'
google,neutral,'Demo crime for google dude in white suit Face recognition for unlocking doesnt work if you wear make up apparently'
microsoft,neutral,'Microsofts CEO Steve Ballmer critics the user friendliness of Android Android Google Microsoft WP'
microsoft,neutral,'Microsoft delivers developer preview of Roslyn compiler as a service'
twitter,negative,'Twitter is blowing me I cant see my retweets'
microsoft,neutral,'TechNet Blogs Technical Overview of DuetEnterprise for Microsoft SharePoint and SAP'
twitter,irrelevant,'yaaa hehhe q habras echo toda la tardee mmm no no maaal maaal Haha oye algo le pasa a mi twitter'
twitter,neutral,'Good Morning Twitter Have a nice day'
apple,negative,'All I can say about right now is GoodRiddance See Cancer isnt ALL BAD'
microsoft,neutral,'Microsoft Eyes A New Approach to Social Search'
apple,neutral,'Lol support playing Mary J Blige during the wait time'
twitter,neutral,'RT SIMPLY DA BEST ON TWITTER MY TWEEPS'
google,neutral,'Im thinking about Google Google'
google,neutral,'Google thinks your digital books belong on a digital bookcase digitally video'
google,irrelevant,'Google eBook The way we shop is changing and marketing strategies are simply not keeping pace'
microsoft,neutral,'Bill Gates to testify in Novel v Microsoft antitrust laws UI t'
google,neutral,'Android SDK now available google android'
microsoft,irrelevant,'ESTUDIO Microsoft vende más pese a alto precio'
microsoft,neutral,'B Nortel IP Deal Still Under DOJ Review Microsoft Exec via in'
microsoft,irrelevant,'microsoft tablet ziet erg goed uit wel jaar te laat adobeusergroup'
twitter,neutral,'Facebook Y Twitter Off xd'
microsoft,positive,'Microsoft details Windows search improvements via'
twitter,neutral,'RT Use Twitter to generate traffic to your website'
twitter,neutral,'Some shld create a Business where they take ppls twitter streams over a period of time make them into a nice book keepsake urwelcome'
google,neutral,'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android'
twitter,irrelevant,'Tengooo muchiisiimo sueño twitter off descanseen'
twitter,irrelevant,'soy un guacamaya en twitter'
twitter,neutral,'Twitter I apologize being out of line regardless what sum does I promise remain humble keep it from public eyeiloveya HennessyNation'
google,neutral,'Android Google Android SDK now available DhilipSiva'
apple,negative,'Lies the battery on this new iPhoneS is definitely not any better ltlt check Settings times more App usage in iOS'
twitter,irrelevant,'oí a estos menes ome cuando he dicho jajaja patos en el twitter Jamás'
microsoft,neutral,'Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB'
apple,negative,'If you made a purchase just wait for the survey hate going bc of the bad custserv'
microsoft,irrelevant,'Belle le magliette che diamo a SMAU in Microsoft'
google,irrelevant,'Echelon Quality Management System pdf ebook google'
microsoft,neutral,'Coursey Forbes Open Letter Steve Ballmer Please Retire OpenLetter SteveBallmer Microsoft'
apple,neutral,'At the Genius Bar Waiting store'
microsoft,irrelevant,'RT Morgen maak ik bekend wie een WindowsPhone krijgt is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbr'
apple,neutral,'Right Migrate from older mbp to imac using ethernet not firewire Thanks Drew for saving me some'
microsoft,positive,'Microsoft Stores offer up free Windows Phone devices microsoft microsoftstores'
apple,negative,'any chance will release good headphones that dont blast music outside the ears iphone ipod its quite obnoxious'
microsoft,neutral,'hmm that should have read the milky white film of busyness D vs microsoft'
microsoft,positive,'I became a Citizenship Member at Thanks GOD MSPEgypt Microsoft'
twitter,neutral,'Whats a good twitter ap for iOS that links to FB accounts to post links help'
apple,positive,'Amazing new iOs feature'
google,neutral,'RT Android Ice Cream Sandwich announcement roundup android google neowin'
google,neutral,'Android Ice Cream Sandwich Gmail reminds me a lot of iOS mail app CopyAndPaste Google'
google,positive,'Alright well Apple just got its ass kicked in the face by Google so hard with its new Googles Nexus phone It will be brilliant'
apple,neutral,'In front of the store So many blue shirts I feel like Im at a smurf reunion iPhoneS'
twitter,irrelevant,'Ternuritas los que creen me la paso conectado al twitter no saben de las aplicaciones jajaja Oaxaca'
google,irrelevant,'muy buen experimento de google la cago D webgl la lleva'
twitter,neutral,'bye bye twitter'
apple,positive,'making the switch from to iphone iphoneS smartphone stevejobs Apple Store'
microsoft,neutral,'Google Docs presentation makes PowerPoint weep beg for mercy via google powerpoint microsoft haha'
microsoft,irrelevant,'Prototipo Microsoft que convierte cualquier superficie en táctil asombroso'
google,neutral,'Samsung e o Google lanam hoje o Galaxy Nexus e o Android google samsung'
twitter,neutral,'Thanks Irma TWITTER BUSINESS November Twitter Melbourne Business'
apple,neutral,'Waiting patiently for me at the store'
google,irrelevant,'Los fabricantes de móviles y su integración con las redes sociales Sony Ericson apunta a Facebook Apple a Twitter y Samsung a Google'
twitter,neutral,'WHTS GOIN ON TWITTER FAM'
twitter,neutral,'y u up Twitter'
microsoft,neutral,'Check out this Interesting Blog on Tips from YouSendIt wht Consider When Migrating Microsoft Exchange'
twitter,neutral,'twitterfacebookOff good night everyone bye bye'
twitter,irrelevant,'De volta no Twitter Boa noite pessoas'
apple,positive,'Impressive service genius bar metro centre Power cable replaced free n booked in for screen replacement for free D'
google,neutral,google
twitter,neutral,'Goodmorning twitter'
google,neutral,'G Music Unites Google Music with Apple iOS Apps'
google,irrelevant,'RT Cest quand mme une conférence o on nattend pas h pour avoir une nouveauté google nexusprime'
apple,negative,'Been on hold with customer service for minutes Wow lts like theyre timewarnercable'
twitter,neutral,'RT If you lose followers on Twitter dont worry even Jesus lost followers Unknown quote via'
twitter,irrelevant,'A ver si me meto en la adiccion esta de la mierda de twitter'
microsoft,positive,'If you didnt know Free Microsoft HTML on West Coast MountainView Redmond Portland check them out'
microsoft,positive,'Microsoft tries to combine the Xbox WindowsPhone and PC and all of them will share the same neat looking interface'
apple,neutral,'started out as a trip to the store turned into a spontaneous fun evening w we danced while trying on outfits girls'
apple,neutral,'Win an iPod Touch from get the Hello World Baby Memories App PampersHelloApps'
apple,neutral,'Win an iPod Touch from get the Hello World Baby Memories App PampersHelloApps'
microsoft,neutral,'Microsofts Kinect brings playful learning to the Xbox'
twitter,neutral,'RT My twitter age is year days hours minutes seconds Find out yours at twittertime'
microsoft,neutral,'VisualStudio Developer Preview Training Kit released start learning Microsoft'
apple,positive,'will be adding more carrier support to the iPhone S just announced'
twitter,neutral,'twitter is trippin'
google,positive,'excellent AngryBirds Google Chrome Commercial p HD via'
microsoft,irrelevant,'Ahaaa Ich hab mein Problemkind gefunden KB ist der beltter microsoft office update'
microsoft,neutral,'Guys from Microsoft tell Startpack developers about how to integrates with SystemCenter via web services'
google,irrelevant,'Y termina el evento Android Google Samsung'
google,irrelevant,'Samsung Galaxy Nexus el nuevo smartphone oficial Google con Android IceCream Sandwich Google Android'
microsoft,irrelevant,'Microsoft CIO Leadership Circle ganz im Zeichen des neuen Arbeitens Wien pts microsoft'
microsoft,irrelevant,'CES Keynotes erneut mit erstklassiger Besetzung ces Daimler Microsoft'
google,neutral,'That was good but when is it coming out What carriers What pricepoints android google'
google,neutral,'Tap to focus and face recognition ics galaxynexus google'
twitter,irrelevant,'Demasiado Twitter por hoy nos vemos TwitterOff'
twitter,irrelevant,'Hoy MiDia Facebook Twitter Noticias todo ha estado super divertido y acelerado Qué estará pasando'
twitter,irrelevant,'lo mejor de twitter es que no tenes que esperar un monton a que carge tu fotoD'
apple,neutral,'vs iPhone'
google,positive,'The new camera app along with the zero delay camera on the Galaxy Nexus is very nice Google Android ICS'
twitter,neutral,'RT Its So Funny Because She Got A Twitter Now Lol'
twitter,neutral,'Who will be our Twitter winner daytimewdonna giveaway for this Fri Tweet about our show our guests why you LOVE us use dwd'
twitter,irrelevant,'vou saindo do TWITTER'
twitter,irrelevant,'de esa gente q acaba de leer el libro vió una definición médica y la pone en Twitter wevatotal'
microsoft,neutral,'Apple cash balance billion surpassing the total operating balance of the US government rich apple google microsoft money'
microsoft,irrelevant,'RT Microsoft convierte en táctil a cualquier superficie VIDEO'
microsoft,irrelevant,'Microsoft OmniTouch Convirtiendo cualquier superficie en una pantalla táctil'
twitter,negative,'Thank you twitter for not giving me the tweets that have been tweeted at me in the past days Lol blameitontheiphone ineedtoupdate'
twitter,positive,'Guess Im addicted to Twitter Writing the answers to marks University exam questions in less than characters P'
google,positive,'I love Ice Cream Sandwich Android Google Samsung'
google,neutral,'RT The next pure Google phone is the Galaxy Nexus by Samsung Its fast and has a nice screen'
apple,neutral,'RT Sprint Verizon ATT Stores'
twitter,neutral,'Follow your interests twitter'
microsoft,neutral,'I wish there was Microsoft PowerPoint for iPad'
google,irrelevant,'Coole minuten VIDEO Een online checkout in een webwinkel in In Real Life google webshop'
twitter,irrelevant,'Twitter off mii voii'
twitter,neutral,'Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS twitter occupywallstreet teamfollowback autofollow'
microsoft,neutral,'RT Microsoft releases developer preview of Project Roslyn compiler Microsoft beta'
microsoft,neutral,'Microsoft employees reveal theyre working on nextgeneration Xbox'
apple,irrelevant,'VC Viu ontem A Estava dando IPhone No Site dos estados Unidos'
microsoft,positive,'Nice talk by KenyaOpenDoor microsoft community'
twitter,neutral,'Straight Outta Hak Mob RT Out of my months of actually gettin on Twitter Ive only bee cont'
google,neutral,'No face tagging in the new Android gallery Google'
microsoft,neutral,'Open Virtualization Format adopted by VMware Microsoft and Citrix How come no mention for open source leader RedHat vmworld SEC'
twitter,neutral,'well I feel great about being your first twitter friend'
twitter,irrelevant,'Eles arrastaram os barcos para a praia deixaram tudo e seguiram JesusLucas e este foii o primeiro twitter da historia humana RT'
apple,neutral,'Steves last Design is apparently the apple iPhone'
microsoft,irrelevant,'Quieres un buen antivirus para tu Compu Aquí esta la solución Antivirus de Microsoft'
google,positive,'i need a hookup stop teasing me google i want the new nexus'
apple,negative,'So my iMessage still isnt working'
twitter,neutral,'itheperson wld like all gov reps have the date and state they reside in posted on their twitter pic wethepeople'
apple,neutral,'Video SIRI also gets angry apple siri iphoneS Ai'
microsoft,neutral,'Microsoft Hints at Windows Phone Apps from Indian Publishers and Services wp windowsphone msft'
google,neutral,'Google announces NFCbased Android Beam for sharing between phones android androidbeam'
apple,negative,'you know the issues they have with DST and alarms p'
microsoft,irrelevant,'Apple Google Microsoft Um was streiten wir eigentlich Wer der bessere Abhrdienst ist Oder was'
google,neutral,'Thank you Internet for allowing me to be Bunny Watson for my friends google imdb allmusic'
microsoft,neutral,'Metro design language Microsoft took inspiration from King County Metro microsoft metro windows bus'
twitter,positive,'RT One really good thing with twitter is that most people appear to be on the progressive left socia'
microsoft,neutral,'RT EMC White paper on Automated Perf Optimization for Microsoft Applications with EMC VMAX FAST VP and HyperV SCVMM htt'
microsoft,irrelevant,'RT Microsoft vi aspetta a SMAU dal al ottobre venite a trovarci Siamo al Pad Stand A'
apple,negative,'Overall I am a fan of the iPhone S however my Siri has issues connecting to the network'
microsoft,positive,'Buffalo Intel Microsoft IBM are the best pavilions at SMAU'
google,neutral,'Android Google Nexus S Getting Ice Cream Sandwich OS Theoretically Should Work on Any Android DhilipSiva'
google,neutral,'and Announce the Galaxy Nexus Android ICS Icecreamsandwich Google Samsung'
google,neutral,'searches on Google are related to location mobile search queries have local intent'
microsoft,negative,'Distrust and angst amongst Nokia employees against Selop Microsoft fixation'
microsoft,irrelevant,'linux ubuntu Windows microsoft Que gran diferencia'
microsoft,irrelevant,'RT BREKEND Microsoft en Linux nu beiden in de aanbieding'
google,positive,'There you go according to Google is builtin to the OSNexus line Smart move'
microsoft,irrelevant,'Saints Row The Third and doughnuts for dinner microsoft pc'
google,negative,'Not greatly impressed with Google and Samsung presentation skills'
microsoft,negative,'I hate Microsoft PowerPoint'
microsoft,neutral,'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky lt'
microsoft,irrelevant,'Pelado con la tecnologia iria a pegarle una piña a BillGates Odio a Microsoft'
twitter,irrelevant,'Ta medio tela hoy el twitter twitteroff goodnight everyone'
twitter,irrelevant,'Deiixando o twitter BOA NOITE a todos qual quer coisa só chamarem no facebook FUI'
google,neutral,'Hey google when unveiling a new productuse a backdrop w lots of spatialtemporal high resolution activity Video codecs will love it'
microsoft,positive,'I love the And now it is looking to China Apple funds sweatshops there while Gates funds a foundation apple microsoft'
microsoft,irrelevant,'Steve Ballmer haalt uit naar Android Ironisch als je bedenkt dat Microsoft goed aan Android verdient'
microsoft,irrelevant,'Lets play a game ie microsoft useragent yourbrowsermatters'
twitter,neutral,'If her name aint Twitter then ur not bcuz u been on here for a minute goin HAMlol Im Just Sayin'
twitter,neutral,'Twitter Off'
google,neutral,'RT Googles Ad revenue for Q was of total revenue So are Google customers the commodity being sold to advertisers'
apple,positive,'Siri is amazing Im in love'
microsoft,neutral,'and now presenting on SharePoint upgrade planning at our SharePoint ECM Summit at the Microsoft Tech Center'
twitter,irrelevant,'Sigo resentida porque yo quería ver solamente a cobra para la próxima no metan tanto la pata Twitter OFF'
apple,neutral,'Hall Pass had me rolling bees lookin for nookie really'
google,neutral,'The new panorama feature in Android Ice Cream Sandwich is pretty cool Saw a glitch in the live presentation though Google'
twitter,neutral,'RT You doing a lot of hating guy RT This nigga need to go to Twitter Jail'
twitter,irrelevant,'Me dijeron q me vuelva al país de los soretes y llegue a Twitter con todos ustedes D'
apple,neutral,'well maybe if you would set ya products to send push notifications it would go through'
apple,irrelevant,'Handy SBesitzer schimpfen ber Netzprobleme'
apple,neutral,'This is what I have been waiting for RT The last big project Steve Jobs was working on was the new cranial insertion device iMplant'
apple,negative,'i update to ios and lose everything on my phone and it wont let me sign into my itunes account thanks'
microsoft,irrelevant,'RT Un vistazo a Windows Server Microsoft MSDP'
apple,positive,'you have invented a product that actually gets my brother to call my parents when he gets where hes going Amazing siri ipods'
microsoft,neutral,'RT Steve Ballmer says new Windows Phones will launch at Nokia World event WP microsoft'
apple,neutral,'iPhone S Setup SIRI for your Tweets apple iphone siri'
apple,negative,'It surprises me that throws up an error alert about authorizing and theres no Authorize this computer button'
google,irrelevant,'definitivamente sigo sin entender un carajo de Google'
google,neutral,'ICS showoff froze my browser Well time for sleep I guess Android Google Samsung'
google,neutral,'Android Google Android Ice Cream Sandwich Official SDK Now Available DhilipSiva'
google,neutral,'RT Three UK to carry the Samsung Galaxy Nexus android Samsung UK telecom biznews Google news'
microsoft,irrelevant,'ManagementTool aus der Cloud Microsoft erweitert Intune um Softwareverteilung und Remote Task'
twitter,irrelevant,'followme followmejp follow japan twitter'
microsoft,neutral,'Ufff after Microsoft MTS and MVP meeting Was great MVPBuzz'
microsoft,neutral,'Need info Microsoft CRM then check this out'
microsoft,irrelevant,'Microsoft se réjouit davoir loupé le rachat de Yahoo'
twitter,neutral,'Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS twitter'
twitter,irrelevant,'VolviiendoO Ah Twitter haha Diios Les Bendiiga'
google,positive,'So glad Google adopted a design philosophy for Android aka It shows soooo much This is the polish Ive been waiting for'
microsoft,irrelevant,'Zou microsoft vrij van rancune zijn Hier de reactie op de populaire Androidtel'
microsoft,neutral,'EvolutionOfIT cloud event can any microsoft or folks help create us a windows azure pass ex BLAZURE'
microsoft,neutral,'Microsoft details Windowss new Start Screen Search'
microsoft,neutral,'Check out our newly revamped Testimonials page for more information on how Microsoft Dynamics CRM can work fo'
apple,neutral,'Win an iPod Touch get the Hello World Baby Memories App PampersHelloApps'
microsoft,irrelevant,'sipcom supporting arkadin at ipexpo showing the advantages of hosted lync for enterprises ucoms MSFTnews Microsoft ucexpo in'
google,irrelevant,'ICS plutt bien dans lensemble perso jaime beaucoup linterface des contact epic fail reconnaissance faciale google android'
microsoft,neutral,'Microsoft CEO Looks Ahead at Social and Mobile Plans Technology Microsoft Nokia'
apple,negative,'Anyone else seeing missing signal bars on their iPhone GS with an upgrade to iOS cc'
twitter,neutral,'I guess dat wat twitter does lol'
microsoft,neutral,'Microsoft turns your body into a touchscreen Microsoft'
google,neutral,'Google confirms Nexus S will get Ice Cream Sandwich for real this time Gingerbread'
twitter,irrelevant,'oyendo musica chat en TWITTER'
twitter,neutral,'Novo Nick in twitter Hehe'
apple,neutral,'RT hanging in tacoma listening to the beatles'
apple,negative,'I think didnt do such a thorough job with the step x steps for upgrade and move to iCloud Now its cost me mightily'
google,neutral,'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android'
apple,negative,'Siri is having a hard time remembering who my sister is contact card needs space for family info iPhoneS'
apple,neutral,'wheniwas registered the domain name thus beginning their plan for world domination'
twitter,positive,'twitter keeps me company when i cant sleep'
apple,positive,'Hilarious video guy does a duet with s Siri Pretty much sums up the love affair'
twitter,neutral,'Twitter Whats happening Facebook Whats on your mind Myspace Where is everyone'
microsoft,neutral,'Steve Ballmer At Web Microsoft CEO Disses Android iPhone sem mobile'
microsoft,irrelevant,'Excelente articulo RT Interesting read How Apple eclipsed Microsoft via cc'
twitter,neutral,'Twitter to Reformat All URLs With Tco'
google,neutral,'Noarchive is used to restrict search engines from saving a cached copy of the page Google'
google,positive,'ICS looks awesome please let me have it on my phone android google motorola'
microsoft,neutral,'apple facebook microsoft hahahahaha'
twitter,neutral,'facebook oof twitter of night night every'
apple,neutral,'Next year is going to be really interesting in tech as and vie for new growth areas'
google,irrelevant,'Mango shows Microsoft still has the taste for smartphone success Apple Google'
google,neutral,'nothing like saying screw you to a bad real estate company on different social pages google citysearch yellowpages yelp yahoo'
microsoft,neutral,'Microsoft Codename Data Explorer CTP Coming Next Month SQLServer SQL SQLAzure'
apple,positive,'iOS upgrade done Much better feature Few more feature required'
twitter,irrelevant,'Twitter Facebook Google YouTube Msn Gmail OFF A dormir se ha dicho'
google,neutral,'On Google then go here GPlus Googleplus Google teamfollowback socialnetwork'
twitter,neutral,'RT got one of the dopest blogs on Twitter and Tumblr RealTalk'
microsoft,negative,'Microsoft took months to recruit Everson and months to lose her to Faceboook via Adweek'
